Measure,Relationship,Type,Name,Alias,Country,Address,Registration number,Notes,Source URL
Convertible Virtual Currency Mixing,target,LegalEntity,Tornado Cash,,,,,"""and made high profile use of at least two mixers to launder the proceeds of the theft—Blender.io and Tornado Cash.""; ""used to launder illicit proceeds of the March 2022 Axie Infinity heist and the June 2022 Harmony heist, both of which were carried out by North Korea’s Lazarus Group.""; ""likely due to OFAC designation of two CVC mixers, Blender.io and Tornado Cash.""",https://www.federalregister.gov/public-inspection/2023-23449/proposal-of-special-measure-regarding-convertible-virtual-currency-mixing-as-a-class-of-transactions
Democratic People’s Republic of Korea,related,Company,DCB Finance Limited,,,,,"""DCB also directed a front company, DCB Finance Limited, to carry out international financial transactions as a means to avoid scrutiny by financial institutions""; ""DCB Finance Limited has conducted transactions through correspondent accounts at U.S. banks""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Company,Daedong Credit Bank,DCB,North Korea,,,"""additional North Korean financial institutions, including Korea Kwangson Banking Corporation (KKBC), Foreign Trade Bank (FTB), and Daedong Credit Bank (DCB), were subsequently designated pursuant to E.O. 13382""; ""The UN listed DCB under UNSCR 2270 in March 2016""; ""Since at least 2007, DCB has facilitated hundreds of financial transactions worth millions of dollars on behalf of designated actors, KOMID and TCB""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Company,Foreign Trade Bank,FTB,North Korea,Pyongyang,,"""The Department of the Treasury designated Foreign Trade Bank (FTB) under E.O. 13382 in March 2013 for facilitating transactions on behalf of actors linked to North Korea’s nuclear proliferation networks""; ""Headquartered in Pyongyang, FTB acts as North Korea’s primary foreign exchange bank and has provided financial support to KOMID and KKBC""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Company,Korea 5 Trading Corporation,,North Korea,,,"""Korea 5 Trading Corporation, a subordinate of U.S. and UN-designated Korea Ryonbong General Corporation, in financial dealings totaling several millions of U.S. dollars""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Company,Korea Daesong Bank,KDB,North Korea,,,"""To support its efforts, Office 39 controls Korea Daesong Bank (KDB), which is used to facilitate financial transactions supporting the procurement of luxury goods""; ""Treasury designated KDB under E.O. 13551 in November 2010 as an instrumentality of Office 39""; ""In spite of its designation, KDB continues to conduct illicit transactions on behalf of the regime""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Company,Korea Hyoksin Trading Corporation,Hyoksin,North Korea,,,"""and the UN listed Hyoksin under UNSCR 1718 for WMD proliferation activity""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Company,Korea Kwangson Banking Corporation,KKBC,North Korea,,,"""The United States and United Nations have identified Korea Mining Development Trading Corporation (KOMID), Tanchon Commercial Bank (TCB), Korea Kwangson Banking Corporation (KKBC), and Daedong Credit Bank (DCB) as entities that conduct financial transactions in support of North Korea’s proliferation of WMD or ballistic missiles""; ""the Department of the Treasury designated KKBC under E.O. 13382 in August 2009, and the UN listed KKBC under UNSCR 2270 in March 2016""; ""In spite of its designation, KKBC has continued to evade sanctions and process financial transactions that support the proliferation of WMD and ballistic missiles by using front companies to clear U.S. dollar transactions through U.S. correspondent accounts""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Company,Korea Mining Development Trading Corporation,KOMID,North Korea,,,"""Korea Mining Development Trading Corporation (KOMID), North Korea’s primary arms exporter""; ""The UN Security Council also listed KOMID under UNSCR 1718 in April 2009, subjecting it to a worldwide asset blocking""; ""Despite the sanctions placed on KOMID and its network, North Korea continues to sell weapons abroad""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Company,Korea Namchongang Trading Corporation,Namchongang,North Korea,,,"""Dating as far back as 2005, TCB, Korea Namchongang Trading Corporation (“Namchongang”), and front companies have facilitated deals that could be associated with proliferation""; ""The U.S. Department of State designated Namchongang in June 2009 under E.O. 13382 for WMD proliferation activities""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Company,Korea Ryonbong General Corporation,,North Korea,,,"""Korea 5 Trading Corporation, a subordinate of U.S. and UN-designated Korea Ryonbong General Corporation, in financial dealings totaling several millions of U.S. dollars""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Company,Leader (Hong Kong) International Trading Limited,Leader (Hong Kong) International,Hong Kong,,,"""The Department of the Treasury designated one of these front companies, Leader (Hong Kong) International Trading Limited, under E.O. 13382 in January 2013 for facilitating the shipment of machinery and equipment to customers on behalf of KOMID and directly to KOMID representatives located outside of North Korea""; ""Between January 2009 and November 2012, Leader (Hong Kong) International cleared at least $13.5 million through correspondent accounts at U.S. banks""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Company,Namhung Trading Corporation,,North Korea,,,"""the UN listed Namchongang under UNSCR 1718 in July 2009""; ""and also listed its successor organization—Namhung Trading Corporation—under UNSCR 2270 in March 2016""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Organization,Office 39,,North Korea,,,"""North Korea has also utilized Office 39 of the Korean Workers’ Party (KWP) to influence and maintain the support of North Korea’s elite citizens""; ""Office 39 was listed for an asset blocking by the President in the Annex to E.O. 13551 in August 2010""; ""and is the branch of the North Korean Government that provides illicit economic support to North Korean leadership, including managing slush funds for North Korean government officials""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Organization,Second Academy of Natural Sciences,SANS,North Korea,,,"""Additionally, KOMID occasionally procures equipment and materials for Second Academy of Natural Sciences (SANS) research—an entity subject to an asset blocking by the U.S. under E.O. 13382 in August 2010 for using subordinate organizations to obtain technology, equipment, and information for use in North Korea’s weapons and nuclear programs""; ""in 2015 TCB accounts were used to purchase technology and equipment in support of U.S.-designated SANS research and development activities""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
Democratic People’s Republic of Korea,related,Company,Tanchon Commercial Bank,TCB,North Korea,,,"""Tanchon Commercial Bank (TCB) was listed by the President in the Annex of E.O. 13382 in June 2005, subjecting it to an asset blocking, and the UN Security Council listed TCB under UNSCR 1718 in April 2009""; ""TCB is the financial arm of KOMID and the main North Korean financial institution for the sale of conventional arms, ballistic missiles, and goods related to the assembly and manufacture of such weapons""",https://www.fincen.gov/system/files/shared/2016-13038(DPRK_Finding).pdf
FBME Bank Ltd.,self,,FBME Bank Ltd.,Federal Bank of the Middle East Ltd.; FBME Tanzania Ltd.,Tanzania,,,"""FBME Bank Ltd. (FBME) was established in 1982 in Cyprus as the Federal Bank of the Middle East Ltd., a subsidiary of the private Lebanese bank, the Federal Bank of Lebanon.""; ""In 2003, FBME left the Cayman Islands and incorporated and established its headquarters in Tanzania.""; ""On July 21, 2014, the Central Bank of Cyprus (CBC), under authority of the Cyprus Resolution Act, issued a decree announcing that it would formally place FBME's Cyprus branch “under resolution” and appoint a Special Administrator to protect the bank's depositors.""",https://www.fincen.gov/system/files/shared/FBME_FR_20160325.pdf
FBME Bank Ltd.,self,,FBME Bank Ltd.,"Federal Bank of the Middle East, Ltd.; FBME Tanzania Ltd.",Tanzania,,,"""FBME was established in 1982 in Cyprus as the Federal Bank of the Middle East, Ltd., a subsidiary of the private Lebanese bank, Federal Bank of Lebanon.""; ""In 1986, FBME changed its country of incorporation to the Cayman Islands, and its banking presence in Cyprus was re-registered as a branch of the Cayman Islands entity.""; ""Since 2003, FBME has been headquartered in Tanzania.""",https://www.fincen.gov/system/files/shared/FBME_NOF.pdf
FBME Bank Ltd.,self,,FBME Bank Ltd.,"Federal Bank of the Middle East, Ltd.",Tanzania,,,"""the Director of FinCEN found that FBME Bank Ltd. (“FBME”), formerly known as Federal Bank of the Middle East, Ltd., is a financial institution operating outside of the United States that is of primary money laundering concern.""; ""While FBME is presently headquartered in Tanzania, FBME transacts over 90% of its global banking business and holds over 90% of its assets in its Cyprus branch.""",https://www.fincen.gov/system/files/shared/FBME_NPRM.pdf
FBME Bank Ltd.,owner,Person,Ayoub-Farid M. Saab,,,,,"""Both FBME and the Federal Bank of Lebanon are owned by Ayoub-Farid M. Saab and Fadi M. Saab.""",https://www.fincen.gov/system/files/shared/FBME_FR_20160325.pdf
FBME Bank Ltd.,owner,Person,Ayoub-Farid M. Saab,,,,,"""Both FBME and the Federal Bank of Lebanon are owned by Ayoub-Farid M. Saab and Fadi M. Saab""",https://www.fincen.gov/system/files/shared/FBME_NOF.pdf
FBME Bank Ltd.,related,Company,Delphis Bank,,Tanzania,,,"""by acquiring Delphis Bank, a small Tanzanian financial institution with three bank branches.""",https://www.fincen.gov/system/files/shared/FBME_NOF.pdf
FBME Bank Ltd.,owner,Person,Fadi M. Saab,,,,,"""Both FBME and the Federal Bank of Lebanon are owned by Ayoub-Farid M. Saab and Fadi M. Saab.""",https://www.fincen.gov/system/files/shared/FBME_FR_20160325.pdf
FBME Bank Ltd.,owner,Person,Fadi M. Saab,,,,,"""Both FBME and the Federal Bank of Lebanon are owned by Ayoub-Farid M. Saab and Fadi M. Saab""",https://www.fincen.gov/system/files/shared/FBME_NOF.pdf
FBME Bank Ltd.,related,Company,Federal Bank of Lebanon,,Lebanon,,,"""FBME Bank Ltd. (FBME) was established in 1982 in Cyprus as the Federal Bank of the Middle East Ltd., a subsidiary of the private Lebanese bank, the Federal Bank of Lebanon.""; ""Both FBME and the Federal Bank of Lebanon are owned by Ayoub-Farid M. Saab and Fadi M. Saab.""",https://www.fincen.gov/system/files/shared/FBME_FR_20160325.pdf
FBME Bank Ltd.,related,Company,Federal Bank of Lebanon,,Lebanon,,,"""FBME was established in 1982 in Cyprus as the Federal Bank of the Middle East, Ltd., a subsidiary of the private Lebanese bank, Federal Bank of Lebanon.""",https://www.fincen.gov/system/files/shared/FBME_NOF.pdf
FMB Finance Ltd.,self,,FMB Finance Ltd.,"FMB Finance Limited; FMB Finance, Ltd.",British Virgin Islands,,,"""our research indicates FMB Finance Limited (British Virgin Islands) is no longer registered and First Merchant International Inc. (Bahamas) is not in existence and is not known to have operated there""; ""First Merchant Bank’s website stated that it had four wholly owned subsidiaries: FMB Finance Ltd. (British Virgin Islands), First Merchant International Inc. (Bahamas), First Merchant Finance Ltd. (Ireland), and First Merchant Trust Ltd. (Ireland)""",https://www.fincen.gov/system/files/shared/Section311_WithdrawalFMB.pdf
FMB Finance Ltd.,self,,FMB Finance Ltd.,,British Virgin Islands,,,"""First Merchant Bank has four wholly owned subsidiaries: FMB Finance Ltd (British Virgin Islands), First Merchant International Inc (Bahamas)""; ""FMB Finance Ltd. (British Virgin Islands), First Merchant International Inc. (Bahamas), First Merchant Finance Ltd. (Ireland), and First Merchant Trust Ltd. (Ireland), and their branches, are included in the definition, although FinCEN understands that First Merchant Bank currently has only the four subsidiaries mentioned here""; ""First Merchant Bank means any headquarters, branch, office, or subsidiary of First Merchant Bank OSH Ltd operating in the “Turkish Republic of Northern Cyprus” (“TRNC”) or in any other jurisdiction, including FMB Finance Ltd (British Virgin Islands), First Merchant International Inc (Bahamas), First Merchant Finance Ltd (Ireland), and First Merchant Trust Ltd (Ireland)""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
First Merchant Bank OSH Ltd.,self,,First Merchant Bank OSH Ltd.,First Merchant Bank,Turkish Republic of Northern Cyprus,,,"""The Ministry of Finance of the “Turkish Republic of Northern Cyprus” ceased First Merchant Bank’s operations on December 4, 2006""; ""Our withdrawal of the finding of First Merchant Bank as a financial institution of primary money laundering concern does not acknowledge any remedial measure taken by First Merchant Bank, but is the result of First Merchant Bank no longer operating as a financial institution because it no longer exists""; ""we hereby withdraw the notice of proposed rulemaking imposing the fifth special measure authorized by 31 U.S.C. 5318A(B)(5) against First Merchant Bank as published in the Federal Register on August 24, 2004 (69 FR 51979)""",https://www.fincen.gov/system/files/shared/Section311_WithdrawalFMB.pdf
First Merchant Bank OSH Ltd.,self,,First Merchant Bank OSH Ltd.,,Turkish Republic of Northern Cyprus,"Lefkosa/Nicosia, “TRNC”",,"""First Merchant Bank operates out of offices in Lefkosa/Nicosia, “TRNC,” and has 21 employees""; ""First Merchant Bank was licensed in the “TRNC” in 1993 as an offshore bank""; ""It is a privately owned commercial bank specializing in the provision of commercial and investment banking services to individual and corporate offshore customers""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
First Merchant Bank OSH Ltd.,related,Company,Concorde Wyvern Atlantic,Wyvern Anstalt,Liechtenstein,,,"""Jarson operated through his company Concorde Wyvern Atlantic, a/k/a Wyvern Anstalt, located in London and registered in Liechtenstein""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
First Merchant Bank OSH Ltd.,related,Person,Dr. Hakki Yaman Namli,,,,,"""Dr. Hakki Yaman Namli is President, Chairman, and General Manager of First Merchant Bank""; ""In January 2003, a Federal grand jury sitting in the Southern District of New York indicted First Merchant Bank’s President, Chairman, and General Manager, Dr. Hakki Yaman Namli, as a co-conspirator with an associate, Ralph Jarson, in a scheme to market “credit enhancement” products""; ""Because Dr. Hakki Yaman Namli became a fugitive from justice he was not tried on the indictment""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
First Merchant Bank OSH Ltd.,related,Company,Millvale Holdings Inc.,,British Virgin Islands,,,"""Standard Finance Ltd., in turn, was owned by Provincial & Allied Funding Corp. (Bahamas) and Millvale Holdings Inc. (British Virgin Islands)""; ""First Merchant Bank was owned by Standard Finance Ltd. (Ireland) and private shareholders (98% and 2%, respectively)""",https://www.fincen.gov/system/files/shared/Section311_WithdrawalFMB.pdf
First Merchant Bank OSH Ltd.,related,Company,Millvale Holdings Inc.,,British Virgin Islands,,,"""Standard Finance Ltd., in turn, is owned by Provincial & Allied Funding Corp. (Bahamas) and Millvale Holdings Inc. (British Virgin Islands)""; ""First Merchant Bank is owned by Standard Finance Ltd. (Ireland) and private shareholders (98% and 2%, respectively)""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
First Merchant Bank OSH Ltd.,related,Company,Provincial & Allied Funding Corp.,,Bahamas,,,"""Standard Finance Ltd., in turn, was owned by Provincial & Allied Funding Corp. (Bahamas) and Millvale Holdings Inc. (British Virgin Islands)""; ""First Merchant Bank was owned by Standard Finance Ltd. (Ireland) and private shareholders (98% and 2%, respectively)""",https://www.fincen.gov/system/files/shared/Section311_WithdrawalFMB.pdf
First Merchant Bank OSH Ltd.,related,Company,Provincial & Allied Funding Corp.,,Bahamas,,,"""Standard Finance Ltd., in turn, is owned by Provincial & Allied Funding Corp. (Bahamas) and Millvale Holdings Inc. (British Virgin Islands)""; ""First Merchant Bank is owned by Standard Finance Ltd. (Ireland) and private shareholders (98% and 2%, respectively)""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
First Merchant Bank OSH Ltd.,related,Person,Ralph Jarson,,,,,"""his associate, Ralph Jarson, was convicted on six felony counts, including one count of conspiring with Dr. Hakki Yaman Namli to engage in wire fraud, and five counts of committing wire fraud, on October 30, 2003""; ""The indictment on which Ralph Jarson was tried describes two different schemes perpetrated by Ralph Jarson, Dr. Hakki Yaman Namli, and First Merchant Bank""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
First Merchant Bank OSH Ltd.,owner,Company,Standard Finance Ltd.,,Ireland,,,"""First Merchant Bank was owned by Standard Finance Ltd. (Ireland) and private shareholders (98% and 2%, respectively)""; ""we confirmed the dissolution of First Merchant Bank’s parent, Standard Finance Ltd. (Ireland), and two of First Merchant Bank’s subsidiaries, First Merchant Finance Ltd. (Ireland) and First Merchant Trust Ltd. (Ireland)""",https://www.fincen.gov/system/files/shared/Section311_WithdrawalFMB.pdf
First Merchant Bank OSH Ltd.,owner,Company,Standard Finance Ltd.,,Ireland,,,"""First Merchant Bank is owned by Standard Finance Ltd. (Ireland) and private shareholders (98% and 2%, respectively)""; ""Standard Finance Ltd., in turn, is owned by Provincial & Allied Funding Corp. (Bahamas) and Millvale Holdings Inc. (British Virgin Islands)""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
First Merchant Bank OSH Ltd.,related,Person,Tarik Umit,,,,,"""Another original partner, Tarik Umit, was a former Turkish National Intelligence Organization (MIT) member who was believed killed in connection with a well-known Turkish investigation into links between the Turkish mafia, the MIT, and right wing politicians (the Susurluk scandal)""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
First Merchant Bank OSH Ltd.,related,Person,Vladimir Kobarel,,,,,"""One of the original partners of First Merchant Bank is reported to be a former KGB employee identified as Vladimir Kobarel, who allegedly involved First Merchant Bank in transferring underground money to Russian banks""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
First Merchant Finance Ltd.,self,,First Merchant Finance Ltd.,"First Merchant Finance, Ltd.",Ireland,"Kildress House Pembroke Row, LWR Baggot St., Dublin, BUE 2, Ireland",,"""First Merchant Bank’s website stated that it had four wholly owned subsidiaries: FMB Finance Ltd. (British Virgin Islands), First Merchant International Inc. (Bahamas), First Merchant Finance Ltd. (Ireland), and First Merchant Trust Ltd. (Ireland)""; ""First Merchant Finance, Ltd. and First Merchant Trust, Ltd. both listed their address as Kildress House Pembroke Row, LWR Baggot St., Dublin, BUE 2, Ireland""; ""we confirmed the dissolution of First Merchant Bank’s parent, Standard Finance Ltd. (Ireland), and two of First Merchant Bank’s subsidiaries, First Merchant Finance Ltd. (Ireland) and First Merchant Trust Ltd. (Ireland)""",https://www.fincen.gov/system/files/shared/Section311_WithdrawalFMB.pdf
First Merchant Finance Ltd.,self,,First Merchant Finance Ltd.,,Ireland,,,"""FMB Finance Ltd. (British Virgin Islands), First Merchant International Inc. (Bahamas), First Merchant Finance Ltd. (Ireland), and First Merchant Trust Ltd. (Ireland), and their branches, are included in the definition, although FinCEN understands that First Merchant Bank currently has only the four subsidiaries mentioned here""; ""First Merchant Bank means any headquarters, branch, office, or subsidiary of First Merchant Bank OSH Ltd operating in the “Turkish Republic of Northern Cyprus” (“TRNC”) or in any other jurisdiction, including FMB Finance Ltd (British Virgin Islands), First Merchant International Inc (Bahamas), First Merchant Finance Ltd (Ireland), and First Merchant Trust Ltd (Ireland)""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
First Merchant International Inc.,self,,First Merchant International Inc.,,Bahamas,,,"""our research indicates FMB Finance Limited (British Virgin Islands) is no longer registered and First Merchant International Inc. (Bahamas) is not in existence and is not known to have operated there""; ""First Merchant Bank’s website stated that it had four wholly owned subsidiaries: FMB Finance Ltd. (British Virgin Islands), First Merchant International Inc. (Bahamas), First Merchant Finance Ltd. (Ireland), and First Merchant Trust Ltd. (Ireland)""",https://www.fincen.gov/system/files/shared/Section311_WithdrawalFMB.pdf
First Merchant International Inc.,self,,First Merchant International Inc.,,Bahamas,,,"""First Merchant Bank has four wholly owned subsidiaries: FMB Finance Ltd (British Virgin Islands), First Merchant International Inc (Bahamas)""; ""FMB Finance Ltd. (British Virgin Islands), First Merchant International Inc. (Bahamas), First Merchant Finance Ltd. (Ireland), and First Merchant Trust Ltd. (Ireland), and their branches, are included in the definition, although FinCEN understands that First Merchant Bank currently has only the four subsidiaries mentioned here""; ""First Merchant Bank means any headquarters, branch, office, or subsidiary of First Merchant Bank OSH Ltd operating in the “Turkish Republic of Northern Cyprus” (“TRNC”) or in any other jurisdiction, including FMB Finance Ltd (British Virgin Islands), First Merchant International Inc (Bahamas), First Merchant Finance Ltd (Ireland), and First Merchant Trust Ltd (Ireland)""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
First Merchant Trust Ltd.,self,,First Merchant Trust Ltd.,"First Merchant Trust, Ltd.",Ireland,"Kildress House Pembroke Row, LWR Baggot St., Dublin, BUE 2, Ireland",,"""First Merchant Bank’s website stated that it had four wholly owned subsidiaries: FMB Finance Ltd. (British Virgin Islands), First Merchant International Inc. (Bahamas), First Merchant Finance Ltd. (Ireland), and First Merchant Trust Ltd. (Ireland)""; ""First Merchant Finance, Ltd. and First Merchant Trust, Ltd. both listed their address as Kildress House Pembroke Row, LWR Baggot St., Dublin, BUE 2, Ireland""; ""we confirmed the dissolution of First Merchant Bank’s parent, Standard Finance Ltd. (Ireland), and two of First Merchant Bank’s subsidiaries, First Merchant Finance Ltd. (Ireland) and First Merchant Trust Ltd. (Ireland)""",https://www.fincen.gov/system/files/shared/Section311_WithdrawalFMB.pdf
First Merchant Trust Ltd.,self,,First Merchant Trust Ltd.,,Ireland,,,"""FMB Finance Ltd. (British Virgin Islands), First Merchant International Inc. (Bahamas), First Merchant Finance Ltd. (Ireland), and First Merchant Trust Ltd. (Ireland), and their branches, are included in the definition, although FinCEN understands that First Merchant Bank currently has only the four subsidiaries mentioned here""; ""First Merchant Bank means any headquarters, branch, office, or subsidiary of First Merchant Bank OSH Ltd operating in the “Turkish Republic of Northern Cyprus” (“TRNC”) or in any other jurisdiction, including FMB Finance Ltd (British Virgin Islands), First Merchant International Inc (Bahamas), First Merchant Finance Ltd (Ireland), and First Merchant Trust Ltd (Ireland)""",https://www.fincen.gov/system/files/shared/waisgate1.pdf
H-Pay Service PLC,self,,H-Pay Service PLC,H-Pay; H-PAY SERVICE PLC.,Cambodia,,00074959,"""Based on public and non-public information, FinCEN assesses that H-Pay Service PLC (H-Pay) is a financial institution operating outside the United States that is not only of primary money laundering concern as a component of Huione Group""; ""Kingdom of Cambodia, Business Registration, H-PAY SERVICE PLC. (00074959) General Details""; ""In an announcement on April 10, 2026, the National Bank of Cambodia reportedly revoked H-Pay’s payment services license""",https://www.federalregister.gov/public-inspection/2026-12794/definition-of-huione-group-financial-institution-operating-outside-the-united-states-of-primary
H-Pay Service PLC,owner,Organization,Huione Group,,Cambodia,,,"""H-Pay is a newly operational component of the Huione Group that FinCEN assesses has, following the publication of the First NPRM and Final Rule, effectively assumed the business role of Huione Pay PLC within the Huione Group""; ""FinCEN assesses that H-Pay is a component of the Huione Group—closely linked to Huione Pay PLC—and operating outside the United States""",https://www.federalregister.gov/public-inspection/2026-12794/definition-of-huione-group-financial-institution-operating-outside-the-united-states-of-primary
H-Pay Service PLC,related,Company,Huione Pay PLC,,Cambodia,,,"""which has been publicly characterized as a “rebrand” of Huione Pay""; ""After that point, FinCEN assesses that H-Pay assumed Huione Pay PLC’s physical and operational footprint""; ""FinCEN assesses that Huione Pay PLC changing its name to H-Pay presents another example of the Huione Group attempting to circumvent the impact of Huione Pay’s corporate delisting and loss of license""",https://www.federalregister.gov/public-inspection/2026-12794/definition-of-huione-group-financial-institution-operating-outside-the-united-states-of-primary
H-Pay Service PLC,related,Company,Panda Commercial Bank PLC,Panda Bank,Cambodia,,,"""H-Pay originally utilized an address in the same building as the flagship location of Panda Commercial Bank PLC, a financial institution in Cambodia that has reportedly been linked to Huione Pay PLC and the Huione Group and that has had its license revoked (and been forced into liquidation) by the National Bank of Cambodia""; ""Huione Group has a history of claiming to be affiliated with Panda Bank""; ""claimed that Panda Bank was a subsidiary of Huione Group""",https://www.federalregister.gov/public-inspection/2026-12794/definition-of-huione-group-financial-institution-operating-outside-the-united-states-of-primary
H-Pay Service PLC,related,LegalEntity,Tudou Guarantee,,,,,"""Later, in December 2024, Haowang Guarantee announced it was buying a stake in another illicit marketplace, Tudou Guarantee""; ""Haowang Guarantee then began directing its former customers to the illicit marketplace, Tudou Guarantee, that it had invested in earlier""; ""The combination of overlap in customers, particularly following Haowang Guarantee’s ban from Telegram, the ownership stake by Haowang Guarantee of Tudou Guarantee, and media reporting lead FinCEN to believe Tudou Guarantee subsumed Haowang Guarantee""",https://www.federalregister.gov/public-inspection/2026-12794/definition-of-huione-group-financial-institution-operating-outside-the-united-states-of-primary
Halawi Exchange Co.,self,,Halawi Exchange Co.,,Lebanon,"Beirut, Lebanon",,"""Halawi Exchange offers a variety of financial services, primarily currency exchange and transmission of funds""; ""The Halawi companies are based in Beirut, Lebanon, share key corporate leadership, maintain offices at the same addresses, share common phone numbers and common email addresses, and frequently reference their close connection to one another""; ""Halawi Exchange identifies itself as “a family business under the Halawi group.”""",https://www.fincen.gov/system/files/shared/311--ExchHouse-H-NoticeofFindingFinal.pdf
Halawi Exchange Co.,related,Person,Abbas Hussein Harb,,,,,"""SDNTs Ibrahim Chebli and Abbas Hussein Harb regularly coordinated and executed financial transactions—including bulk cash transfers—that were processed through the Halawi Exchange""; ""Harb and Chebli were designated by Treasury in June 2012 pursuant to the Kingpin Act for collaboration with Joumaa in the movement of millions of dollars of narcotics-related proceeds""; ""Harb’s Columbia- and Venezuela-based organization has laundered money for the Joumaa network through the Lebanese financial sector""",https://www.fincen.gov/system/files/shared/311--ExchHouse-H-NoticeofFindingFinal.pdf
Halawi Exchange Co.,related,Person,Ahmed Tofeily,,Benin,,,"""which is run by Ahmed Tofeily, a Benin-based money launderer""; ""Tofeily—a Halawi agent/employee—owns and operates a car lot in Benin named Auto Deal (AKA Ste Auto Deal, Societe Auto Deal) which purchases cars in Canada and exports them through the United States""; ""Tofeily worked closely with Halawi Exchange and wired all of his money through it""",https://www.fincen.gov/system/files/shared/311--ExchHouse-H-NoticeofFindingFinal.pdf
Halawi Exchange Co.,owner,Person,Ali Halawi,,,,,"""It lists its partners as Mahmoud Halawi and Ali Halawi who, according to Halawi Exchange, maintain “daily involvement in management and operations of the company.”""; ""Ali Halawi—a partner at Halawi Exchange—is listed by name on many of these transfers""",https://www.fincen.gov/system/files/shared/311--ExchHouse-H-NoticeofFindingFinal.pdf
Halawi Exchange Co.,related,Company,Auto Deal,Ste Auto Deal; Societe Auto Deal,Benin,,,"""Tofeily—a Halawi agent/employee—owns and operates a car lot in Benin named Auto Deal (AKA Ste Auto Deal, Societe Auto Deal) which purchases cars in Canada and exports them through the United States""",https://www.fincen.gov/system/files/shared/311--ExchHouse-H-NoticeofFindingFinal.pdf
Halawi Exchange Co.,related,Person,Fouad Halawi,,,,,"""His son, Fouad Halawi, is a Director at Halawi Holding SAL and has served as a manager at Halawi Exchange""; ""Fouad Halawi, acting in his capacity as a senior official at Halawi Holding, was responsible for the receipt and transfer of funds for this narcotics trafficking and money laundering network and provided accounting services for its senior leadership""",https://www.fincen.gov/system/files/shared/311--ExchHouse-H-NoticeofFindingFinal.pdf
Halawi Exchange Co.,related,Company,Halawi Exchange Co. LTD,,United Kingdom,London,,"""In 2012, Halawi Exchange expanded to cover five branches in Lebanon and a sister company in London under the name “Halawi Exchange Co. LTD.”""",https://www.fincen.gov/system/files/shared/311--ExchHouse-H-NoticeofFindingFinal.pdf
Halawi Exchange Co.,owner,Company,Halawi Holding SAL,,Lebanon,,,"""Halawi Exchange, along with other related entities, is organized under a holding company known as Halawi Holding SAL, which also owns several other related companies in Lebanon""",https://www.fincen.gov/system/files/shared/311--ExchHouse-H-NoticeofFindingFinal.pdf
Halawi Exchange Co.,related,Company,Halawi Investment Trust SAL,,Lebanon,,,"""Mahmoud Halawi is the sole or majority owner and senior management officer at Halawi Exchange, Halawi Holding SAL, and Halawi Investment Trust SAL""",https://www.fincen.gov/system/files/shared/311--ExchHouse-H-NoticeofFindingFinal.pdf
Halawi Exchange Co.,related,Organization,Hizballah,,Lebanon,,,"""Halawi Exchange, and its management, ownership, and key employees are complicit in providing money laundering services for an international narcotics trafficking and money laundering network that is affiliated with Hizballah""; ""Halawi Exchange is known to have laundered profits from drug trafficking and cocaine-related money laundering for a Hizballah leader and narcotics trafficker""; ""Halawi Exchange has also been routinely used by other Hizballah associates as a means to transfer illicit funds""",https://www.fincen.gov/system/files/shared/311--ExchHouse-H-NoticeofFindingFinal.pdf
